gene,err_spaceflight,err_ground,err_ratio
AT5G19530,0.20783775,0.17241333,1.205462
AT3G28940,0.15401587,0.12776586,1.2054539
AT3G23710,0.08799591,0.07299861,1.2054462
AT5G01890,0.11949669,0.09915276,1.2051775
AT5G58410,0.071635894,0.05944969,1.2049832
AT4G32240,0.109923154,0.09122957,1.204907
AT5G57230,0.122650295,0.10180043,1.2048111
AT3G09360,0.09164945,0.07607914,1.2046593
AT2G37750,0.30038196,0.24936078,1.2046077
AT5G46550,0.08905461,0.07393532,1.2044933
AT2G21740,0.21852851,0.18143909,1.204418
AT1G27435,0.07302424,0.06063121,1.2044
AT5G17350,0.281574,0.23379506,1.2043624
AT1G32300,0.15925074,0.13224159,1.2042408
AT3G61960,0.090997204,0.07556655,1.2041993
AT4G31550,0.13469385,0.11185346,1.2041991
AT5G10700,0.12211604,0.10141077,1.2041721
AT1G26450,0.18520117,0.15380417,1.2041361
AT1G02860,0.17692588,0.14694045,1.2040651
AT1G32210,0.10943699,0.0908941,1.2040052
AT1G79360,0.31678903,0.26311985,1.2039723
AT3G15760,0.21095154,0.17522311,1.2039024
AT5G25760,0.094423525,0.07843763,1.2038039
AT4G14680,0.17468959,0.14511527,1.2037987
AT4G36930,0.1548194,0.12861696,1.2037245
AT1G43900,0.06272686,0.052111495,1.2037046
AT2G21410,0.06745619,0.05604856,1.203531
AT2G17750,0.17771354,0.14768371,1.2033387
AT2G19470,0.058438785,0.048564676,1.2033185
AT5G14680,0.06562068,0.054533426,1.203311
AT4G31170,0.050509922,0.041979324,1.2032092
AT5G52540,0.12740104,0.10588507,1.203201
AT1G19880,0.056693133,0.04712316,1.203084
AT3G13320,0.076382674,0.06349546,1.2029626
AT5G60230,0.1710727,0.14221264,1.2029358
AT3G04870,0.085521005,0.071096696,1.2028829
AT4G29660,0.078098595,0.064933024,1.202756
AT3G25110,0.11541186,0.09596612,1.2026312
AT5G46300,0.18522047,0.15403174,1.2024823
AT5G65950,0.06382066,0.053077962,1.2023945
AT1G64060,0.113060914,0.09403357,1.2023462
AT3G58050,0.07405509,0.061600838,1.2021765
AT5G37480,0.10472943,0.087122075,1.2020997
AT2G33480,0.18192953,0.15135984,1.2019669
AT4G29820,0.10379776,0.08636317,1.2018753
AT1G16240,0.081250645,0.067612365,1.2017127
AT2G16440,0.11374618,0.094656415,1.2016742
AT1G15370,0.09561947,0.07957455,1.2016337
AT3G44100,0.12269473,0.10210682,1.2016311
AT1G30440,0.07689088,0.06400971,1.2012376
AT1G17370,0.046266913,0.038517058,1.2012055
AT3G03320,0.114703685,0.095496915,1.2011244
AT4G30150,0.115956485,0.09655101,1.2009867
AT5G67000,0.18107964,0.15078343,1.2009252
AT1G29040,0.06028661,0.050200872,1.2009073
AT1G49350,0.08121694,0.06763029,1.2008958
AT1G06010,0.11558215,0.096246615,1.2008957
AT2G31380,0.3218175,0.26799056,1.2008538
AT2G27570,0.26026827,0.21674421,1.2008083
AT4G13020,0.08293106,0.06906529,1.2007631
AT5G63030,0.11897846,0.09911558,1.2004011
AT5G49570,0.09678362,0.08062751,1.2003796
AT1G23205,0.29248893,0.24367392,1.2003292
AT3G57480,0.12244773,0.10202746,1.2001448
AT2G01890,0.32558873,0.2713319,1.1999648
AT4G20780,0.2651881,0.22099683,1.1999633
AT3G22110,0.04167206,0.034727957,1.1999567
AT3G03250,0.07818093,0.065155655,1.19991
AT4G04960,0.12280056,0.10234186,1.1999054
AT2G45220,0.37625453,0.31357276,1.1998954
AT3G11210,0.20959651,0.17470202,1.1997371
AT1G09920,0.06184003,0.051549427,1.1996257
AT3G49350,0.07021764,0.058535244,1.1995786
AT3G15690,0.10502641,0.08755462,1.1995529
AT5G11640,0.08179478,0.06819557,1.1994148
AT4G35310,0.096610054,0.08054824,1.199406
AT2G40290,0.053888824,0.04493005,1.1993935
AT1G73980,0.08804709,0.07341835,1.1992517
AT3G46380,0.17712888,0.14770538,1.1992038
AT3G12560,0.09927257,0.0827827,1.1991946
AT4G14815,0.19737296,0.16459362,1.1991531
AT5G14030,0.069321685,0.057813052,1.1990662
AT1G60650,0.06034565,0.050327875,1.19905
AT5G58370,0.12769437,0.10651291,1.1988627
AT3G62110,0.13392513,0.111711405,1.1988491
AT2G19580,0.17339349,0.14467072,1.1985388
AT5G38720,0.1315174,0.10974373,1.1984046
AT1G06130,0.08565577,0.07148345,1.1982601
AT5G10010,0.084326215,0.07037532,1.1982354
AT2G32070,0.07076134,0.059055377,1.1982199
AT3G02740,0.077291705,0.064506955,1.1981916
AT2G47600,0.1279892,0.10683511,1.1980069
AT1G72900,0.31250376,0.2608618,1.1979667
AT1G66250,0.1553971,0.12972057,1.1979371
AT5G57330,0.07481741,0.062455807,1.1979254
AT4G14570,0.10059713,0.0839804,1.1978643
AT1G11060,0.07041899,0.058787882,1.1978486
AT5G63990,0.14277048,0.119203635,1.1977024
AT5G20840,0.07233202,0.060405433,1.197442
AT5G48760,0.081075415,0.0677133,1.1973336
AT1G13190,0.065101266,0.05437463,1.1972725
AT2G19180,0.095961824,0.080157995,1.1971583
AT2G40110,0.17233838,0.14395665,1.1971546
AT2G31150,0.20996873,0.17540637,1.1970416
AT4G34140,0.10654868,0.08902328,1.196863
AT1G16570,0.16054665,0.13415621,1.196714
AT1G51950,0.11195096,0.09355388,1.1966468
AT1G16170,0.17983022,0.15031996,1.1963162
AT5G13200,0.19949119,0.16675456,1.1963161
AT3G23890,0.13142619,0.109861664,1.1962879
AT3G07780,0.08677446,0.07253905,1.1962447
AT5G19140,0.15546872,0.12997125,1.1961776
AT5G66180,0.09006985,0.07530467,1.1960725
AT1G14740,0.0949431,0.07938083,1.1960455
AT1G31150,0.1214323,0.10153394,1.1959773
AT5G60080,0.15269479,0.12767442,1.19597
AT3G12620,0.085267186,0.071295984,1.1959604
AT2G18790,0.07443191,0.06223879,1.1959085
AT3G02360,0.047653254,0.03985457,1.1956781
AT3G54960,0.11396886,0.09531784,1.1956717
AT2G46390,0.094017535,0.0786348,1.1956224
AT3G20510,0.11271326,0.094276585,1.1955594
AT1G09010,0.078144066,0.065363385,1.1955326
AT3G54950,0.12165158,0.10175571,1.1955258
AT1G78920,0.050070263,0.041881893,1.1955106
AT2G34770,0.19594432,0.16393046,1.1952891
AT1G32810,0.05802762,0.048552822,1.1951438
AT3G14820,0.293377,0.24547914,1.1951199
AT3G14120,0.09570896,0.080093406,1.1949667
AT2G39725,0.1676821,0.14036079,1.1946504
AT2G35480,0.17080434,0.14298229,1.1945838
AT3G15590,0.13121589,0.10984718,1.1945311
AT5G57100,0.14683641,0.1229257,1.1945134
AT2G26140,0.046100423,0.03859861,1.1943542
AT2G28450,0.105211966,0.0880924,1.1943363
AT1G78280,0.10644316,0.089141175,1.1940963
AT5G14950,0.0699141,0.05855568,1.1939762
AT2G26000,0.10294521,0.086229496,1.1938514
AT1G64750,0.102914326,0.08621064,1.1937543
AT5G19310,0.12983476,0.108764455,1.193724
AT1G79390,0.10962008,0.091834046,1.1936758
AT2G34470,0.05771953,0.04836386,1.1934431
AT4G09090,0.1598758,0.13396423,1.1934215
AT2G45970,0.14675312,0.12297247,1.1933818
AT3G15290,0.06806928,0.057040844,1.1933426
AT2G15270,0.08022768,0.06723107,1.1933125
AT1G07020,0.08164031,0.068414934,1.1933111
AT3G44590,0.09604548,0.08048686,1.1933063
AT3G03920,0.08897501,0.07456518,1.1932514
AT4G29960,0.056057524,0.04698175,1.1931764
AT5G01370,0.19497041,0.1634279,1.1930056
AT4G00090,0.08249213,0.06914965,1.1929506
AT3G11420,0.116754845,0.09787252,1.1929277
AT1G20190,0.30986816,0.25977907,1.1928142
AT1G64220,0.41280362,0.34608057,1.1927962
AT1G10650,0.1551275,0.13007416,1.192608
AT3G06480,0.06891645,0.057794597,1.1924373
AT4G35580,0.055923022,0.046899315,1.1924057
AT1G12730,0.16309477,0.13678347,1.1923573
AT3G51660,0.33745104,0.28301176,1.192357
AT5G47930,0.1086629,0.09113307,1.1923541
AT3G62550,0.34483117,0.2892156,1.1922979
AT3G11960,0.07558951,0.06340018,1.19226
AT5G28020,0.120928735,0.10142847,1.1922562
AT2G06530,0.054064292,0.04534678,1.1922407
AT1G52150,0.08395623,0.070421696,1.1921926
AT4G10390,0.2764344,0.23189777,1.1920527
AT5G03520,0.124387085,0.104354225,1.1919698
AT3G52730,0.09143151,0.076715335,1.1918283
AT2G29970,0.10698451,0.08976766,1.1917934
AT1G51360,0.13473412,0.11309147,1.191373
AT3G16180,0.20324962,0.17064849,1.1910425
AT5G48030,0.0861338,0.07232541,1.1909202
AT3G23150,0.17465422,0.14665663,1.1909056
AT2G18050,0.41105837,0.3452162,1.1907272
AT4G27750,0.07266382,0.061034508,1.1905365
AT1G72230,0.20289809,0.17043667,1.1904602
AT3G25940,0.15886441,0.13345976,1.1903542
AT5G46420,0.07539489,0.063339435,1.1903309
AT4G17720,0.08849235,0.074353464,1.1901577
AT3G07565,0.08981177,0.07546488,1.1901133
AT1G15250,0.116697334,0.09805736,1.1900924
AT3G47930,0.078898355,0.06629963,1.1900269
AT3G42790,0.05183772,0.04356811,1.1898085
AT4G18890,0.13740648,0.11548948,1.1897748
AT3G16340,0.13594502,0.11427099,1.1896721
AT3G02720,0.06270686,0.052712906,1.1895919
AT2G29570,0.14591515,0.12266661,1.1895261
AT4G19480,0.1698717,0.14281212,1.1894767
AT4G37450,0.1889494,0.1588509,1.1894764
AT1G62510,0.3962549,0.33318487,1.1892945
AT2G04700,0.11863474,0.099777594,1.1889917
AT3G08670,0.13376057,0.11253149,1.18865
AT3G62580,0.10116049,0.085117,1.1884874
AT3G27890,0.11391283,0.09585475,1.1883899
AT2G26020,0.59818584,0.5033762,1.1883475
AT3G11880,0.09210186,0.0775081,1.1882868
AT5G66090,0.081865646,0.06889957,1.1881878
AT5G16040,0.099027656,0.08337007,1.1878082
AT4G00990,0.100642726,0.08474108,1.1876497
AT1G13570,0.09536211,0.08029811,1.1876009
AT3G54690,0.11824108,0.099579506,1.1874037
AT5G05780,0.06692284,0.056360677,1.1874028
AT5G18200,0.08491179,0.07151221,1.1873747
AT3G61890,0.37089837,0.31238627,1.1873069
AT1G30480,0.06493021,0.054688275,1.1872782
AT3G19170,0.0802387,0.0675878,1.1871772
AT4G38490,0.1000546,0.08427952,1.1871756
AT4G31140,0.109062016,0.09187224,1.1871052
AT1G15390,0.07426464,0.06256001,1.1870943
AT5G28150,0.111422025,0.093864106,1.1870567
AT5G24120,0.29968375,0.25246114,1.187049
AT3G56120,0.07665675,0.06457818,1.1870378
AT1G27030,0.22733441,0.19151549,1.1870288
AT1G72180,0.15083799,0.1270731,1.1870173
AT5G09510,0.07556783,0.06366756,1.1869124
AT1G31620,0.22475834,0.18937357,1.1868516
AT3G51770,0.0892197,0.07517769,1.186784
AT4G02210,0.1216087,0.10247009,1.1867725
AT4G24470,0.050657947,0.042689536,1.1866592
AT2G41220,0.09398465,0.079206295,1.1865804
AT4G33530,0.079003684,0.06658863,1.1864439
AT5G10820,0.13598165,0.11461585,1.1864122
AT3G55950,0.16236734,0.13686566,1.1863263
AT5G01220,0.18564603,0.15648964,1.1863151
AT1G62730,0.15124445,0.12749629,1.1862653
AT1G04220,0.28075126,0.2366709,1.1862516
AT3G49680,0.08262176,0.06965057,1.1862323
AT1G14210,0.13309623,0.11222107,1.1860181
AT3G22260,0.123345636,0.10400282,1.1859835
AT3G16870,0.14893924,0.12559672,1.1858528
AT5G01020,0.0817015,0.068901956,1.1857646
AT3G50930,0.31127822,0.26256236,1.1855402
AT3G11450,0.09187344,0.07750962,1.1853164
AT3G21865,0.06003918,0.05065286,1.1853065
AT4G19230,0.27129263,0.22890945,1.1851525
AT1G07510,0.089760005,0.07573914,1.1851203
AT2G20630,0.1167626,0.09853442,1.1849929
AT1G01040,0.13008842,0.10983604,1.1843873
AT1G02540,0.17079507,0.1442119,1.1843339
AT2G29870,0.41762647,0.35268596,1.1841313
AT1G07650,0.102591045,0.08665041,1.1839648
AT3G49270,0.2409187,0.20350602,1.1838405
AT3G18420,0.08975994,0.07583814,1.1835724
AT2G26700,0.20243171,0.17105608,1.1834229
AT1G64600,0.13340506,0.11272965,1.183407
AT3G21240,0.1310819,0.11076998,1.1833701
AT2G17440,0.10840773,0.09161864,1.1832496
AT1G76660,0.081525184,0.06890137,1.1832156
AT5G43830,0.065800205,0.055617344,1.1830876
AT5G13820,0.14659047,0.1239065,1.1830732
AT4G25840,0.061206337,0.05173518,1.1830697
AT1G21590,0.1139068,0.09630721,1.1827441
AT1G16870,0.07363434,0.06225726,1.1827428
AT3G13350,0.100603975,0.08507016,1.1825999
AT2G23120,0.12253282,0.10361367,1.1825931
AT5G57050,0.18735874,0.15843922,1.1825274
AT3G16530,0.3890187,0.3289869,1.1824747
AT4G05240,0.18937093,0.16016394,1.1823567
AT5G51290,0.099276505,0.08396694,1.1823283
AT1G01500,0.13597465,0.11502384,1.1821431
AT2G30950,0.07266727,0.061475072,1.1820606
AT1G17520,0.08346575,0.07062108,1.1818813
AT1G20090,0.08979382,0.07597533,1.1818812
AT5G01160,0.068984784,0.058368634,1.1818808
AT2G43030,0.095196515,0.08055337,1.1817819
AT3G05250,0.08377815,0.070907645,1.1815107
AT3G09180,0.06890231,0.05832947,1.1812605
AT2G36750,0.35369438,0.2994462,1.1811618
AT1G67630,0.10299758,0.08720561,1.1810888
AT2G30740,0.08856207,0.0749853,1.1810589
AT3G61820,0.16866784,0.14281635,1.181012
AT3G52150,0.08980696,0.076059096,1.1807523
AT3G53420,0.11797129,0.099926926,1.1805755
AT4G11300,0.1502913,0.12730968,1.1805173
AT3G07640,0.10892214,0.09226665,1.1805147
AT1G55250,0.11096628,0.09400222,1.1804644
AT1G65440,0.07241746,0.06134693,1.1804576
AT1G76670,0.08818806,0.07470893,1.1804218
AT2G38400,0.1588399,0.1345682,1.1803671
AT1G69860,0.20519345,0.17383888,1.1803656
AT5G20030,0.15801579,0.13387446,1.180328
AT1G80180,0.15234277,0.12907223,1.1802906
AT3G62230,0.3060495,0.25930545,1.1802664
AT3G10670,0.073836215,0.06256809,1.1800936
AT4G29840,0.07625915,0.06462384,1.1800466
AT2G38730,0.11129351,0.094331294,1.1798153
AT1G76860,0.07623434,0.06462217,1.1796931
AT1G76200,0.06513988,0.055223078,1.179577
AT5G35740,0.22001578,0.1865236,1.17956
AT5G58740,0.055110935,0.046723742,1.1795057
AT2G45920,0.12821136,0.10870058,1.179491
AT4G03260,0.062570274,0.0530534,1.1793827
AT5G64470,0.093384884,0.07918239,1.1793642
AT1G22400,0.2706236,0.22947682,1.1793067
AT1G55880,0.101246074,0.08585372,1.1792858
AT3G21260,0.27092248,0.22974187,1.1792473
AT5G63260,0.07219705,0.06122376,1.1792324
AT5G03970,0.100987144,0.08564472,1.1791402
AT1G63300,0.17218256,0.1460289,1.1790991
AT4G36650,0.11457283,0.09717246,1.1790668
AT1G02780,0.042929843,0.036413122,1.1789659
AT1G76920,0.07504104,0.06365043,1.1789557
AT1G50370,0.08679059,0.0736176,1.1789379
AT1G16210,0.05315642,0.045088414,1.1789372
AT3G51160,0.08307032,0.07046272,1.1789258
AT4G34740,0.12926622,0.10969247,1.178442
AT2G28370,0.06096507,0.051742252,1.1782451
AT1G17410,0.12595084,0.10689729,1.1782416
AT1G19920,0.09630315,0.08173958,1.1781702
AT2G02510,0.11878748,0.10082499,1.1781551
AT3G03340,0.060375907,0.051249858,1.1780695
AT5G51180,0.118575506,0.10066175,1.1779598
AT1G04140,0.065010406,0.055191748,1.1779006
AT1G76890,0.16798292,0.14261554,1.1778723
AT1G10320,0.13560005,0.11512366,1.1778642
AT1G18370,0.17517734,0.14873524,1.1777796
AT1G32690,0.21035285,0.17860404,1.1777608
AT5G06120,0.07497631,0.06366039,1.1777543
AT2G15860,0.059772708,0.050754182,1.17769
AT3G44200,0.08248929,0.07004372,1.1776828
AT2G28390,0.064087,0.054423448,1.1775621
AT5G27920,0.1443418,0.12257738,1.1775565
AT1G01920,0.07643098,0.0649091,1.1775078
AT2G48020,0.13361487,0.11347997,1.1774312
AT1G54090,0.08332786,0.07079632,1.1770083
AT4G25810,0.3304138,0.28075922,1.1768582
AT1G24390,0.23773116,0.20205803,1.1765488
AT3G06180,0.08858091,0.07528916,1.1765425
AT2G36350,0.09901142,0.08415845,1.176488
AT1G76405,0.11861451,0.100821815,1.1764766
AT2G29080,0.04791305,0.040727776,1.1764216
AT1G14610,0.068507366,0.058238856,1.176317
AT3G46640,0.26430723,0.22471644,1.1761811
AT5G47760,0.061665073,0.05243483,1.1760324
AT1G43810,0.25586098,0.21756321,1.1760305
AT1G66350,0.15805113,0.13439831,1.1759903
AT5G48330,0.09528395,0.08102454,1.1759886
AT1G50570,0.070360355,0.059840456,1.1757989
AT4G20430,0.15542331,0.13219127,1.1757455
AT1G35470,0.071205504,0.06056337,1.1757188
AT3G01330,0.24116568,0.20512617,1.1756943
AT3G43270,0.16588359,0.1410987,1.1756563
AT3G47620,0.10400992,0.08847372,1.1756023
AT5G65810,0.12252932,0.104234844,1.175512
AT3G15260,0.08665964,0.073725805,1.1754315
AT4G02840,0.062005214,0.052754316,1.1753578
AT3G54630,0.24620828,0.20948097,1.1753252
AT3G04520,0.090477355,0.07699152,1.1751599
AT1G01970,0.10159562,0.086456046,1.1751128
AT2G22680,0.12623745,0.10743819,1.1749774
AT5G58490,0.06134028,0.052217007,1.1747181
AT1G53720,0.08717911,0.07421428,1.1746944
AT5G53360,0.106795736,0.09091699,1.1746509
AT4G37250,0.083431,0.07103236,1.174549
AT1G18500,0.08956734,0.07625732,1.1745408
AT1G58290,0.18681125,0.15905733,1.17449
AT2G21320,0.31742552,0.27030814,1.1743098
AT4G32530,0.058070384,0.049454473,1.1742188
AT1G10950,0.070326045,0.059897967,1.1740972
AT3G07410,0.13933192,0.11868275,1.1739862
AT2G19350,0.13047937,0.11114527,1.1739533
AT3G23540,0.058807604,0.050094016,1.1739445
AT3G26400,0.05329201,0.045396887,1.173913
AT5G22330,0.082665704,0.07041989,1.1738969
AT4G32330,0.070960015,0.060450107,1.1738607
AT1G72840,0.16634859,0.14171363,1.1738361
AT2G35490,0.071309075,0.06075411,1.1737323
AT1G55760,0.1645712,0.14021416,1.173713
AT5G18470,0.26774454,0.22812316,1.1736841
AT5G11220,0.20677963,0.17619927,1.1735554
AT1G66740,0.10285174,0.08765128,1.1734196
AT1G77940,0.10501448,0.08949533,1.1734073
AT5G63670,0.090593375,0.07720706,1.1733819
AT3G15357,0.2007822,0.17112248,1.1733243
AT5G52200,0.09011288,0.07681336,1.1731405
AT3G50740,0.18700081,0.15940867,1.1730905
AT5G64140,0.10543161,0.08989269,1.1728606
AT1G55300,0.11379759,0.09703037,1.1728038
AT3G47810,0.050271407,0.04287171,1.1726006
AT4G17410,0.10014401,0.0854093,1.1725187
AT1G12410,0.05814308,0.04959122,1.1724467
AT1G16850,0.3654022,0.3116829,1.1723523
AT5G20730,0.05512074,0.04701925,1.1723013
AT1G16840,0.09191221,0.07840706,1.172244
AT3G43600,0.0918558,0.0783633,1.1721787
AT4G33580,0.088826835,0.0757794,1.1721764
AT5G59010,0.12344961,0.10533674,1.171952
AT1G13220,0.09749549,0.08319147,1.1719408
AT1G66210,0.2100045,0.17919493,1.1719332
AT5G41770,0.07561983,0.06452841,1.1718842
AT1G66260,0.051432073,0.043894023,1.1717327
AT5G66420,0.09523159,0.081278846,1.1716651
AT3G03440,0.18155348,0.15500249,1.1712939
AT1G16950,0.23122413,0.19745873,1.1709998
AT4G17730,0.108832516,0.09294352,1.1709532
AT1G53645,0.085260384,0.072814435,1.1709268
AT3G16330,0.22774889,0.19453254,1.1707494
AT1G05620,0.119522944,0.10210155,1.1706281
AT1G13690,0.06929864,0.05920998,1.1703876
AT1G28070,0.15841687,0.13536687,1.1702778
AT3G21700,0.17912892,0.15306854,1.1702528
AT1G22180,0.1392832,0.11902765,1.1701751
AT5G49510,0.060777333,0.05193924,1.1701618
AT2G02230,0.121565096,0.103891954,1.1701107
AT4G24780,0.15822795,0.13524087,1.1699713
AT1G32460,0.18590285,0.15892105,1.1697811
AT4G38120,0.14319655,0.12241691,1.1697447
AT2G31945,0.37047675,0.31674492,1.1696376
AT4G17640,0.06462558,0.055253524,1.169619
AT3G58560,0.07681126,0.065675505,1.1695571
AT5G42060,0.15901694,0.13598226,1.1693946
AT1G59710,0.12740304,0.108962305,1.1692395
AT3G18190,0.058949906,0.05041836,1.1692148
AT1G22410,0.08095784,0.069244936,1.1691517
AT2G44710,0.050369404,0.04308448,1.1690843
AT2G45910,0.075667396,0.06472393,1.169079
AT1G71730,0.07128111,0.060972013,1.169079
AT2G34480,0.06352864,0.054344915,1.1689894
AT1G03457,0.19023204,0.16276538,1.1687499
AT1G28060,0.069998555,0.05989195,1.1687471
AT5G63135,0.14830817,0.12689842,1.1687155
AT2G21690,0.21390352,0.18307045,1.1684217
AT5G66510,0.06497885,0.055614114,1.1683875
AT3G45100,0.06200491,0.053069603,1.1683693
AT1G08360,0.08307852,0.07111767,1.1681838
AT1G72440,0.12119749,0.10375225,1.1681432
AT1G16340,0.10778535,0.09227909,1.1680365
AT3G58670,0.10739615,0.09194727,1.1680188
AT1G02820,0.43930516,0.3762345,1.1676365
AT1G80790,0.07983697,0.06838561,1.1674527
AT1G33790,0.24817923,0.21259227,1.1673952
AT3G51390,0.064594276,0.05533482,1.1673348
AT1G50470,0.20058015,0.17182925,1.1673224
AT5G26731,0.23289336,0.1995369,1.1671693
AT3G32090,0.17360428,0.14874534,1.167124
AT3G57890,0.043647006,0.037399735,1.1670401
AT2G17700,0.07972082,0.06831792,1.1669092
AT1G61780,0.12523824,0.10732648,1.1668904
AT1G31812,0.053223893,0.045619015,1.1667038
AT1G64550,0.05871192,0.050325293,1.166648
AT2G34490,0.25087276,0.21503928,1.1666368
AT1G11840,0.07436628,0.06374871,1.1665534
AT1G28760,0.13390478,0.11478956,1.1665239
AT5G05690,0.0961911,0.08245991,1.1665195
AT4G01990,0.109854005,0.09417464,1.1664923
AT2G20950,0.10431459,0.089437395,1.1663419
AT4G16830,0.056017697,0.048032966,1.1662341
AT1G70060,0.0756616,0.064879484,1.1661867
AT5G52520,0.07638824,0.06551178,1.1660229
AT2G06925,0.25577757,0.21938376,1.1658909
AT3G55100,0.21158555,0.18152681,1.1655884
AT2G39550,0.07722441,0.06625612,1.1655437
AT3G29810,0.23221003,0.19923908,1.1654843
AT3G01850,0.08345026,0.07160436,1.1654352
AT4G37870,0.09730802,0.08349576,1.1654246
AT5G09390,0.08564685,0.07349595,1.1653274
AT1G20920,0.08362878,0.071771346,1.1652112
AT3G08950,0.10392244,0.08920296,1.165011
AT2G07170,0.18045758,0.15490115,1.1649853
AT3G15410,0.067939475,0.058323387,1.1648751
AT4G04180,0.14765221,0.12676321,1.1647874
AT5G15700,0.15544485,0.13345933,1.1647356
AT5G23530,0.16412066,0.14091417,1.1646851
AT1G20930,0.14136907,0.12138156,1.1646668
AT1G53140,0.17871413,0.15345186,1.1646266
AT3G15090,0.10236094,0.08789203,1.1646212
AT4G32520,0.057519995,0.049392834,1.164541
AT5G37850,0.07389827,0.063457474,1.1645321
AT1G21610,0.0786327,0.06752746,1.164455
AT1G74450,0.2145005,0.18420729,1.1644516
AT4G37210,0.06720762,0.057717595,1.1644214
AT2G41010,0.2005413,0.17223462,1.1643494
AT5G65870,0.30980858,0.26609397,1.1642826
AT3G52560,0.09532925,0.08187855,1.1642761
AT5G40830,0.15627694,0.1342567,1.1640158
AT4G12650,0.07666705,0.06586436,1.164014
AT3G60200,0.10390819,0.089280225,1.1638432
AT3G13560,0.13300222,0.11428027,1.1638248
AT2G07340,0.077565275,0.06664708,1.1638209
AT4G28910,0.05007224,0.043024544,1.1638062
AT1G13080,0.2862908,0.24600402,1.1637646
AT2G31670,0.09849476,0.08463616,1.1637431
AT4G05630,0.19926678,0.17124417,1.1636411
AT3G54190,0.06409699,0.055083442,1.1636342
AT3G17210,0.11768478,0.101139985,1.163583
AT1G68560,0.11850134,0.10185054,1.1634827
AT5G46570,0.12835073,0.11031613,1.1634811
AT3G56520,0.18653515,0.1603366,1.1633971
AT2G26760,0.19119956,0.16435021,1.1633666
AT5G44570,0.49645683,0.4267537,1.1633334
AT1G21440,0.12316367,0.1058735,1.1633096
AT3G57610,0.07470716,0.06422057,1.16329
AT2G20360,0.050700992,0.043587103,1.1632105
AT2G19420,0.20566846,0.17681706,1.1631708
AT2G34500,0.23512912,0.20217067,1.1630228
AT1G32940,0.17172192,0.14765231,1.1630154
AT2G40420,0.15330617,0.1318231,1.1629689
AT2G33600,0.07679575,0.066046126,1.1627592
AT5G19680,0.07279599,0.06260676,1.1627495
AT4G30020,0.12862314,0.11064063,1.1625308
AT1G21600,0.11671763,0.100402184,1.1625009
AT2G45200,0.0653848,0.056247473,1.1624484
AT1G62820,0.10912249,0.09387408,1.1624346
AT1G66070,0.09043156,0.07779926,1.1623703
AT3G08610,0.1038269,0.089325204,1.1623471
AT4G26860,0.0946621,0.08144083,1.162342
AT5G63690,0.1853014,0.15946189,1.1620418
AT2G48100,0.05111081,0.04398466,1.1620142
AT2G33450,0.11445075,0.09849611,1.1619824
AT5G43700,0.1489683,0.12822421,1.1617796
AT2G47900,0.046926007,0.040393747,1.1617143
AT3G22240,0.3147562,0.27106705,1.1611748
AT2G20580,0.053288195,0.045892406,1.1611546
AT5G10650,0.12881356,0.110945016,1.1610576
AT1G80245,0.1126938,0.09706507,1.1610129
AT1G65040,0.14145514,0.12184686,1.1609255
AT3G58470,0.07305066,0.062931955,1.1607879
AT3G59760,0.07994537,0.068886794,1.1605325
AT3G04090,0.075725235,0.06525222,1.1605003
AT1G15100,0.16091484,0.13866156,1.1604861
AT1G52200,0.29729927,0.25618526,1.1604854
AT5G07870,0.15393765,0.13265368,1.1604475
AT5G17270,0.13091801,0.11282844,1.160328
AT5G12120,0.0628638,0.054177795,1.1603237
AT3G54750,0.10667147,0.09193918,1.1602393
AT4G24680,0.066036545,0.05691683,1.1602286
AT2G01180,0.16295189,0.14044957,1.1602162
AT3G59430,0.13709663,0.11816675,1.1601962
AT1G47380,0.11831175,0.101982564,1.1601173
AT4G31160,0.08375398,0.07219493,1.1601088
AT3G19520,0.08780803,0.07569288,1.1600566
AT1G73730,0.07753501,0.06685764,1.1597029
AT3G09820,0.06026074,0.051964886,1.1596432
AT1G53280,0.0772384,0.06661266,1.1595153
AT4G31430,0.05909585,0.050966896,1.1594945
AT1G11770,0.21367188,0.18428627,1.1594563
AT3G60190,0.08613995,0.074299105,1.1593671
AT5G04470,0.12243573,0.10561142,1.1593038
AT1G30900,0.21992601,0.18972056,1.1592102
AT2G32170,0.062457755,0.05388401,1.1591146
AT5G42190,0.07397749,0.063825175,1.1590643
AT1G68820,0.089907885,0.0775828,1.1588635
AT4G16370,0.184874,0.15955226,1.1587049
AT5G60930,0.13803762,0.11913327,1.1586823
AT5G07520,0.27603227,0.23824683,1.1585978
AT3G51500,0.13360094,0.11531345,1.1585892
AT2G45810,0.06576316,0.05676169,1.1585833
AT4G24820,0.06906731,0.059613734,1.1585802
AT5G47240,0.38900805,0.33576372,1.1585767
AT3G24200,0.050125428,0.043272454,1.1583678
AT5G58440,0.05344212,0.04613848,1.158298
AT4G09160,0.12698184,0.109635286,1.1582204
AT1G53440,0.16775958,0.14485526,1.1581186
AT3G13222,0.07705101,0.06653624,1.1580306
AT5G55060,0.075067416,0.06482717,1.1579622
AT3G06080,0.16902809,0.14598829,1.1578194
AT5G13260,0.045726072,0.03949757,1.157693
AT1G20540,0.08224459,0.071041845,1.1576921
AT1G18160,0.051796693,0.044747204,1.1575401
AT4G36980,0.09187386,0.07937203,1.1575091
