sample,time_hours,time_type,time_raw,age_hours,age_raw,source,title
GSM4800541,57.0,unknown,from:Total mRNAs ZT57 control rep 2,13.0,age: day 13 after sowing,Arabidopsis seedlings,Total mRNAs ZT57 control rep 2
GSM4800542,57.0,unknown,from:Total mRNAs ZT57 control rep 3,13.0,age: day 13 after sowing,Arabidopsis seedlings,Total mRNAs ZT57 control rep 3
GSM4800543,57.0,unknown,from:Total mRNAs ZT57 heat rep 1,13.0,age: day 13 after sowing,Arabidopsis seedlings,Total mRNAs ZT57 heat rep 1
GSM420232,144.0,treatment_duration,"from:Ws plant, 0mM NaCl, 6 d",480.0,age: 20 days after sowing,"Ws plant, 0mM NaCl, 6 d",Ws_leaf_0mM NaCl_rep1
GSM420233,144.0,treatment_duration,"from:Ws plant, 0mM NaCl, 6 d",480.0,age: 20 days after sowing,"Ws plant, 0mM NaCl, 6 d",Ws_leaf_0mM NaCl_rep2
GSM420234,144.0,treatment_duration,"from:Ws plant, 100mM NaCl, 6 d",480.0,age: 20 days after sowing,"Ws plant, 100mM NaCl, 6 d",Ws_leaf_100mM NaCl_rep1
GSM420235,144.0,treatment_duration,"from:Ws plant, 100mM NaCl, 6 d",480.0,age: 20 days after sowing,"Ws plant, 100mM NaCl, 6 d",Ws_leaf_100mM NaCl_rep2
GSM420236,144.0,treatment_duration,"from:Col plant, 0mM NaCl, 6 d",480.0,age: 20 days after sowing,"Col plant, 0mM NaCl, 6 d",Col_leaf_0mM NaCl_rep1
GSM420237,144.0,treatment_duration,"from:Col plant, 0mM NaCl, 6 d",480.0,age: 20 days after sowing,"Col plant, 0mM NaCl, 6 d",Col_leaf_0mM NaCl_rep2
GSM420238,144.0,treatment_duration,"from:Col plant, 100mM NaCl, 6 d",480.0,age: 20 days after sowing,"Col plant, 100mM NaCl, 6 d",Col_leaf_100mM NaCl_rep1
GSM420239,144.0,treatment_duration,"from:Col plant, 100mM NaCl, 6 d",480.0,age: 20 days after sowing,"Col plant, 100mM NaCl, 6 d",Col_leaf_100mM NaCl_rep2
GSM420240,144.0,treatment_duration,"from:Col(gl) plant, 0mM NaCl, 6 d",480.0,age: 20 days after sowing,"Col(gl) plant, 0mM NaCl, 6 d",Col(gl)_leaf_0mM NaCl_rep1
GSM420241,144.0,treatment_duration,"from:Col(gl) plant, 0mM NaCl, 6 d",480.0,age: 20 days after sowing,"Col(gl) plant, 0mM NaCl, 6 d",Col(gl)_leaf_0mM NaCl_rep2
GSM420242,144.0,treatment_duration,"from:Col(gl) plant, 100mM NaCl, 6 d",480.0,age: 20 days after sowing,"Col(gl) plant, 100mM NaCl, 6 d",Col(gl)_leaf_100mM NaCl_rep1
GSM420243,144.0,treatment_duration,"from:Col(gl) plant, 100mM NaCl, 6 d",480.0,age: 20 days after sowing,"Col(gl) plant, 100mM NaCl, 6 d",Col(gl)_leaf_100mM NaCl_rep2
GSM5413993,0.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis WT at 0 h treatement,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis WT at 0 h treatement,"WT at T0, biological rep1"
GSM5413994,0.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis WT at 0 h treatement,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis WT at 0 h treatement,"WT at T0, biological rep2"
GSM5413995,0.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis WT at 0 h treatement,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis WT at 0 h treatement,"WT at T0, biological rep3"
GSM5413996,0.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis WT at 0 h treatement,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis WT at 0 h treatement,"WT at T0, biological rep4"
GSM5413997,0.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis WT at 0 h treatement,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis WT at 0 h treatement,"WT at T0, biological rep5"
GSM5413998,0.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis WT at 0 h treatement,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis WT at 0 h treatement,"WT at T0, biological rep6"
GSM5413999,1.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis WT at 1 h treatement,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis WT at 1 h treatement,"WT at T1, biological rep1"
GSM5414000,1.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis WT  at 1 h treatement,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis WT  at 1 h treatement,"WT at T1, biological rep2"
GSM5414001,1.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis WT  at 1 h treatement,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis WT  at 1 h treatement,"WT at T1, biological rep3"
GSM5414002,72.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis WT  at 72 h treatement,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis WT  at 72 h treatement,"WT at T72, biological rep1"
GSM5414003,72.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis WT   at 72 h treatement,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis WT   at 72 h treatement,"WT at T72, biological rep2"
GSM5414004,72.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis WT   at 72 h treatement,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis WT   at 72 h treatement,"WT at T72, biological rep3"
GSM5414005,0.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis ACX at 0h treatment,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis ACX at 0h treatment,"ACX at T0, biological rep1"
GSM5414006,0.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis ACX at 0h treatment,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis ACX at 0h treatment,"ACX at T0, biological rep2"
GSM5414007,0.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis ACX at 0h treatment,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis ACX at 0h treatment,"ACX at T0, biological rep3"
GSM5414008,0.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis ACX at 0h treatment,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis ACX at 0h treatment,"ACX at T0, biological rep4"
GSM5414009,0.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis ACX at 0h treatment,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis ACX at 0h treatment,"ACX at T0, biological rep5"
GSM5414010,0.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis ACX at 0h treatment,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis ACX at 0h treatment,"ACX at T0, biological rep6"
GSM5414011,1.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis ACX at 1h treatment.,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis ACX at 1h treatment.,"ACX at T1, biological rep1"
GSM5414012,1.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis ACX at 1h treatment.,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis ACX at 1h treatment.,"ACX at T1, biological rep2"
GSM5414013,1.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis ACX at 1h treatment.,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis ACX at 1h treatment.,"ACX at T1, biological rep3"
GSM5414014,72.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis ACX at 72h treatment.,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis ACX at 72h treatment.,"ACX at T72, biological rep1"
GSM5414015,72.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis ACX at 72h treatment.,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis ACX at 72h treatment.,"ACX at T72, biological rep2"
GSM5414016,72.0,treatment_duration,from:Leaves of similar sizes and developmental stages of Arabidopsis ACX at 72h treatment.,,age: leaves of similar sizes and developmental stages of arabidopsis,Leaves of similar sizes and developmental stages of Arabidopsis ACX at 72h treatment.,"ACX at T72, biological rep3"
GSM455422,144.0,treatment_duration,"from:M6PR plant, 0mM NaCl, 6 d",480.0,age: 20 days after sowing,"M6PR plant, 0mM NaCl, 6 d",M6PR transgenic_leaf_0mM NaCl_rep1
GSM455423,144.0,treatment_duration,"from:M6PR plant, 0mM NaCl, 6 d",480.0,age: 20 days after sowing,"M6PR plant, 0mM NaCl, 6 d",M6PR transgenic_leaf_0mM NaCl_rep2
GSM455424,144.0,treatment_duration,"from:M6PR plant, 100mM NaCl, 6 d",480.0,age: 20 days after sowing,"M6PR plant, 100mM NaCl, 6 d",M6PR transgenic_leaf_100mM NaCl_rep1
GSM455425,144.0,treatment_duration,"from:M6PR plant, 100mM NaCl, 6 d",480.0,age: 20 days after sowing,"M6PR plant, 100mM NaCl, 6 d",M6PR transgenic_leaf_100mM NaCl_rep2
GSM455426,144.0,treatment_duration,"from:Col plant, 0mM NaCl, 6 d",480.0,age: 20 days after sowing,"Col plant, 0mM NaCl, 6 d",Col_leaf_0mM NaCl_rep1
GSM455427,144.0,treatment_duration,"from:Col plant, 0mM NaCl, 6 d",480.0,age: 20 days after sowing,"Col plant, 0mM NaCl, 6 d",Col_leaf_0mM NaCl_rep2
GSM455428,144.0,treatment_duration,"from:Col plant, 100mM NaCl, 6 d",480.0,age: 20 days after sowing,"Col plant, 100mM NaCl, 6 d",Col_leaf_100mM NaCl_rep1
GSM455429,144.0,treatment_duration,"from:Col plant, 100mM NaCl, 6 d",480.0,age: 20 days after sowing,"Col plant, 100mM NaCl, 6 d",Col_leaf_100mM NaCl_rep2
GSM473660,48.0,treatment_duration,"from:wild type, Pst_48h, biological rep1",,age: three weeks,"wild type, Pst-infiltrated leaves, 48h","wild type, Pst_48h, biological rep1"
GSM473661,48.0,treatment_duration,"from:wild type, Pst_48h, biological rep2",,age: three weeks,"wild type, Pst-infiltrated leaves, 48h","wild type, Pst_48h, biological rep2"
GSM473662,48.0,treatment_duration,"from:wild type, Pst_48h, biological rep3",,age: three weeks,"wild type, Pst-infiltrated leaves, 48h","wild type, Pst_48h, biological rep3"
GSM473663,48.0,treatment_duration,"from:mutant, Pst_48h, biological rep1",,age: three weeks,"mutant, Pst-infiltrated leaves, 48h","mutant, Pst_48h, biological rep1"
GSM473664,48.0,treatment_duration,"from:mutant, Pst_48h, biological rep2",,age: three weeks,"mutant, Pst-infiltrated leaves, 48h","mutant, Pst_48h, biological rep2"
GSM473665,48.0,treatment_duration,"from:mutant, Pst_48h, biological rep3",,age: three weeks,"mutant, Pst-infiltrated leaves, 48h","mutant, Pst_48h, biological rep3"
GSM476839,18.0,treatment_duration,from:Roots-WildType-18h-REP1,,,"Roots, Wild Type, 18h",Roots-WildType-18h-REP1
GSM476840,18.0,treatment_duration,from:Roots-WildType-18h-REP2,,,"Roots, Wild Type, 18h",Roots-WildType-18h-REP2
GSM476841,18.0,treatment_duration,from:Roots-WildType-18h-REP3,,,"Roots, Wild Type, 18h",Roots-WildType-18h-REP3
GSM476842,24.0,treatment_duration,from:Shoots-WildType-24h-REP1,,,"Shoots, Wild Type, 24h",Shoots-WildType-24h-REP1
GSM476843,24.0,treatment_duration,from:Shoots-WildType-24h-REP2,,,"Shoots, Wild Type, 24h",Shoots-WildType-24h-REP2
GSM476844,24.0,treatment_duration,from:Shoots-WildType-24h-REP3,,,"Shoots, Wild Type, 24h",Shoots-WildType-24h-REP3
GSM476845,18.0,treatment_duration,from:Roots-oas-a1.1-18h-REP1,,,"Roots, oas-a1.1, 18h",Roots-oas-a1.1-18h-REP1
GSM476846,18.0,treatment_duration,from:Roots-oas-a1.1-18h-REP2,,,"Roots, oas-a1.1, 18h",Roots-oas-a1.1-18h-REP2
GSM476847,18.0,treatment_duration,from:Roots-oas-a1.1-18h-REP3,,,"Roots, oas-a1.1, 18h",Roots-oas-a1.1-18h-REP3
GSM476848,24.0,treatment_duration,from:Shoots-oas-a1.1-24h-REP1,,,"Shoots, oas-a1.1, 24h",Shoots-oas-a1.1-24h-REP1
GSM476849,24.0,treatment_duration,from:Shoots-oas-a1.1-24h-REP2,,,"Shoots, oas-a1.1, 24h",Shoots-oas-a1.1-24h-REP2
GSM476850,24.0,treatment_duration,from:Shoots-oas-a1.1-24h-REP3,,,"Shoots, oas-a1.1, 24h",Shoots-oas-a1.1-24h-REP3
GSM495948,1.0,treatment_duration,time: 1 hour,,,"WT, 1h HL",WT plants-1h vs 0h HL-Rep1
GSM495949,1.0,treatment_duration,time: 1 hour,,,"apx1, 1h HL",apx1 plants-1h vs 0h HL-Rep1
GSM495950,1.0,treatment_duration,time: 1 hour,,,"cat2,1h HL",cat2 plants-1h vs 0h HL-Rep1
GSM495951,1.0,treatment_duration,time: 1 hour,,,"apx1/cat2, 1h HL",apx1/cat2 plants-1h vs 0h HL-Rep1
GSM495952,0.0,treatment_duration,time: 0 hour,,,"WT, 0h HL",WT plants-1h vs 0h HL-Rep2
GSM495953,0.0,treatment_duration,time: 0 hour,,,"apx1, 0h HL",apx1 plants-1h vs 0h HL-Rep2
GSM495954,0.0,treatment_duration,time: 0 hour,,,"cat2, 0h HL",cat2 plants-1h vs 0h HL-Rep2
GSM495955,0.0,treatment_duration,time: 0 hour,,,"apx1/cat2, 0h HL",apx1/cat2 plants-1h vs 0h HL-Rep2
GSM5970413,24.0,treatment_duration,from:wt Cd 100uM 24h,,,wt Cd 100uM 24h,wt24h1
GSM5970414,24.0,treatment_duration,from:wt Cd 100uM 24h,,,wt Cd 100uM 24h,wt24h2
GSM5970415,24.0,treatment_duration,from:wt Cd 100uM 24h,,,wt Cd 100uM 24h,wt24h3
GSM5970416,0.5,treatment_duration,from:Atgox2 Cd 100uM 0.5h,,,Atgox2 Cd 100uM 0.5h,Atgox2_30m1
GSM5970417,0.5,treatment_duration,from:Atgox2 Cd 100uM 0.5h,,,Atgox2 Cd 100uM 0.5h,Atgox2_30m2
GSM5970418,0.5,treatment_duration,from:Atgox2 Cd 100uM 0.5h,,,Atgox2 Cd 100uM 0.5h,Atgox2_30m3
GSM5970422,0.5,treatment_duration,from:wt30m Cd 100uM 0.5h,,,wt30m Cd 100uM 0.5h,wt30m1
GSM5970423,0.5,treatment_duration,from:wt30m Cd 100uM 0.5h,,,wt30m Cd 100uM 0.5h,wt30m2
GSM5970424,0.5,treatment_duration,from:wt30m Cd 100uM 0.5h,,,wt30m Cd 100uM 0.5h,wt30m3
GSM5970425,24.0,treatment_duration,from:atgox2 Cd 100uM 24h,,,atgox2 Cd 100uM 24h,atgox2_24h1
GSM5970426,24.0,treatment_duration,from:atgox2 Cd 100uM 24h,,,atgox2 Cd 100uM 24h,atgox2_24h2
GSM5970427,24.0,treatment_duration,from:atgox2 Cd 100uM 24h,,,atgox2 Cd 100uM 24h,atgox2_24h3
GSM5970428,0.5,treatment_duration,from:s35s Cd 100uM 0.5h,,,s35s Cd 100uM 0.5h,s35s30m1
GSM5970429,0.5,treatment_duration,from:s35s Cd 100uM 0.5h,,,s35s Cd 100uM 0.5h,s35s30m3
GSM5970430,24.0,treatment_duration,from:s35s Cd 100uM 24h,,,s35s Cd 100uM 24h,s35s_24h1
GSM5970431,24.0,treatment_duration,from:s35s Cd 100uM 24h,,,s35s Cd 100uM 24h,s35s_24h3
GSM5970435,0.5,treatment_duration,from:s35s Cd 100uM 0.5h,,,s35s Cd 100uM 0.5h,s35s_30m2
GSM5970436,24.0,treatment_duration,from:s35s Cd 100uM 24h,,,s35s Cd 100uM 24h,s35s_24h2
GSM499712,,,,504.0,age: 21 days,"whole plants, 0 mM phenanthrene","exp 1, control, rep 1"
GSM499713,,,,504.0,age: 21 days,"whole plants, 0.25 mM phenanthrene","exp 1, treated, rep 1"
GSM499714,,,,504.0,age: 21 days,"whole plants, 0 mM phenanthrene","exp 2, control, rep 1"
GSM499715,,,,504.0,age: 21 days,"whole plants, 0 mM phenanthrene","exp 2, control, rep 2"
GSM499716,,,,504.0,age: 21 days,"whole plants, 0.25 mM phenanthrene","exp 2, treated, rep 1"
GSM513064,6.0,treatment_duration,"from:GSHn1, 6 h after inoculation",,,"GSHn1, 6 h after inoculation","Nuclear GSH sample1, biological rep1"
GSM513065,6.0,treatment_duration,"from:GSHn1, 6 h after inoculation",,,"GSHn1, 6 h after inoculation","Nuclear GSH sample1, biological rep2"
GSM513066,6.0,treatment_duration,"from:GSHn1, 6 h after inoculation",,,"GSHn1, 6 h after inoculation","Nuclear GSH sample1, biological rep3"
GSM513067,198.0,treatment_duration,"from:GSHn2, 198 h after inoculation",,,"GSHn2, 198 h after inoculation","Nuclear GSH sample2, biological rep1"
GSM513068,198.0,treatment_duration,"from:GSHn2, 198 h after inoculation",,,"GSHn2, 198 h after inoculation","Nuclear GSH sample2, biological rep2"
GSM513069,198.0,treatment_duration,"from:GSHn2, 198 h after inoculation",,,"GSHn2, 198 h after inoculation","Nuclear GSH sample2, biological rep3"
GSM513070,78.0,treatment_duration,"from:GSHn3, 78 h after inoculation",,,"GSHn3, 78 h after inoculation","Nuclear GSH sample3, biological rep1"
GSM513071,78.0,treatment_duration,"from:GSHn3, 78 h after inoculation",,,"GSHn3, 78 h after inoculation","Nuclear GSH sample3, biological rep2"
GSM513072,78.0,treatment_duration,"from:GSHn3, 78 h after inoculation",,,"GSHn3, 78 h after inoculation","Nuclear GSH sample3, biological rep3"
GSM513073,78.0,treatment_duration,"from:GSHc1, 78 h after inoculation",,,"GSHc1, 78 h after inoculation","Cytoplasmic GSH sample1, biological rep1"
GSM513074,78.0,treatment_duration,"from:GSHc1, 78 h after inoculation",,,"GSHc1, 78 h after inoculation","Cytoplasmic GSH sample1, biological rep2"
GSM513075,78.0,treatment_duration,"from:GSHc1, 78 h after inoculation",,,"GSHc1, 78 h after inoculation","Cytoplasmic GSH sample1, biological rep3"
GSM513076,102.0,treatment_duration,"from:GSHc2, 102 h after inoculation",,,"GSHc2, 102 h after inoculation","Cytoplasmic GSH sample2, biological rep1"
GSM513077,102.0,treatment_duration,"from:GSHc2, 102 h after inoculation",,,"GSHc2, 102 h after inoculation","Cytoplasmic GSH sample2, biological rep2"
GSM513078,102.0,treatment_duration,"from:GSHc2, 102 h after inoculation",,,"GSHc2, 102 h after inoculation","Cytoplasmic GSH sample2, biological rep3"
GSM513079,174.0,treatment_duration,"from:GSHc3, 174 h after inoculation",,,"GSHc3, 174 h after inoculation","Cytoplasmic GSH sample3, biological rep1"
GSM513080,174.0,treatment_duration,"from:GSHc3, 174 h after inoculation",,,"GSHc3, 174 h after inoculation","Cytoplasmic GSH sample3, biological rep2"
GSM513081,174.0,treatment_duration,"from:GSHc3, 174 h after inoculation",,,"GSHc3, 174 h after inoculation","Cytoplasmic GSH sample3, biological rep3"
GSM520748,,,,12.0,age: 12-day seedlings,"whole seedlings, control","0 H2O2, 0 BL, replicate 1"
GSM520749,,,,12.0,age: 12-day seedlings,"whole seedlings, control","0 H2O2, 0 BL, replicate 2"
GSM520750,,,,12.0,age: 12-day seedlings,"whole seedlings, control","0 H2O2, 0 BL, replicate 3"
GSM520751,,,,12.0,age: 12-day seedlings,"whole seedlings, 1mM H2O2 treated","1 H2O2, 0 BL, replicate 1"
GSM520752,,,,12.0,age: 12-day seedlings,"whole seedlings, 5mM H2O2 treated","5 H2O2, 0 BL, replicate 1"
GSM520753,,,,12.0,age: 12-day seedlings,"whole seedlings, 25mM H2O2 treated","25 H2O2, 0 BL, replicate 1"
GSM520754,,,,12.0,age: 12-day seedlings,"whole seedlings, 50mM H2O2 treated","50 H2O2, 0 BL, replicate 1"
GSM520755,,,,12.0,age: 12-day seedlings,"whole seedlings, 100mM H2O2 treated","100 H2O2, 0 BL, replicate 1"
GSM520756,,,,12.0,age: 12-day seedlings,"whole seedlings, BL treated, control","0 H2O2, 1 BL, replicate 1"
GSM520757,,,,12.0,age: 12-day seedlings,"whole seedlings, BL treated, control","0 H2O2, 1 BL, replicate 2"
GSM520758,,,,12.0,age: 12-day seedlings,"whole seedlings, BL treated, control","0 H2O2, 1 BL, replicate 3"
GSM520759,,,,12.0,age: 12-day seedlings,"whole seedlings, 1mM H2O2 and BL treated","1 H2O2, 1 BL, replicate 1"
GSM520760,,,,12.0,age: 12-day seedlings,"whole seedlings, 5mM H2O2 and BL treated","5 H2O2, 1 BL, replicate 1"
GSM520761,,,,12.0,age: 12-day seedlings,"whole seedlings, 25mM H2O2 and BL treated","25 H2O2, 1 BL, replicate 1"
GSM520762,,,,12.0,age: 12-day seedlings,"whole seedlings, 50mM H2O2 and BL treated","50 H2O2, 1 BL, replicate 1"
GSM520763,,,,12.0,age: 12-day seedlings,"whole seedlings, 100mM H2O2 and BL treated","100 H2O2, 1 BL, replicate 1"
GSM6372129,,,,12.0,age: 12-day old seedlings,seedlings,Col-0 control rep1
GSM6372130,,,,12.0,age: 12-day old seedlings,seedlings,Col-0 control rep2
GSM6372131,,,,12.0,age: 12-day old seedlings,seedlings,smeb-1 control rep1
GSM6372132,,,,12.0,age: 12-day old seedlings,seedlings,smeb-1 control rep2
GSM6372133,,,,12.0,age: 12-day old seedlings,seedlings,smeb-2 control rep1
GSM6372134,,,,12.0,age: 12-day old seedlings,seedlings,smeb-2 control rep2
GSM6372135,,,,12.0,age: 12-day old seedlings,seedlings,Col-0 Salt rep1
GSM6372136,,,,12.0,age: 12-day old seedlings,seedlings,Col-0 Salt rep2
GSM6372137,,,,12.0,age: 12-day old seedlings,seedlings,smeb-1 Salt rep1
GSM6372138,,,,12.0,age: 12-day old seedlings,seedlings,smeb-1 Salt rep2
GSM6372139,,,,12.0,age: 12-day old seedlings,seedlings,smeb-2 Salt rep1
GSM6372140,,,,12.0,age: 12-day old seedlings,seedlings,smeb-2 Salt rep2
GSM6574141,4.0,unknown,time: 4-week-old,,,"Leaf, high red to far-red ratio (1.4), 4 weeks, rep 1",WF1
GSM6574142,4.0,unknown,time: 4-week-old,,,"Leaf, high red to far-red ratio (1.4), 4 weeks, rep 2",WF2
GSM6574143,4.0,unknown,time: 4-week-old,,,"Leaf, high red to far-red ratio (1.4), 4 weeks, rep 3",WF3
GSM6574144,4.0,unknown,time: 4-week-old,,,"Leaf, high red to far-red ratio (1.4), 3 weeks, biological low red to far-red ratio (0.3), 1 week, rep 1",W1
GSM6574145,4.0,unknown,time: 4-week-old,,,"Leaf, high red to far-red ratio (1.4), 3 weeks, biological low red to far-red ratio (0.3), 1 week, rep 2",W2
GSM6574146,4.0,unknown,time: 4-week-old,,,"Leaf, high red to far-red ratio (1.4), 3 weeks, biological low red to far-red ratio (0.3), 1 week, rep 3",W3
GSM6574147,4.0,unknown,time: 4-week-old,,,"Leaf, high red to far-red ratio (1.4), 3 weeks, artificial low red to far-red ratio (0.3), 1 week, rep 1",FR1
GSM6574148,4.0,unknown,time: 4-week-old,,,"Leaf, high red to far-red ratio (1.4), 3 weeks, artificial low red to far-red ratio (0.3), 1 week, rep 2",FR2
GSM6574149,4.0,unknown,time: 4-week-old,,,"Leaf, high red to far-red ratio (1.4), 3 weeks, artificial low red to far-red ratio (0.3), 1 week, rep 3",FR3
GSM542489,360.0,treatment_duration,from:15 day old whole seedling,,,15 day old whole seedling,"wild type with ABA, biological rep1"
GSM542490,360.0,treatment_duration,from:15 day old whole seedling,,,15 day old whole seedling,"wild type with ABA, biological rep2"
GSM542491,360.0,treatment_duration,from:15 day old whole seedling,,,15 day old whole seedling,"wild type with ABA, biological rep3"
GSM542492,360.0,treatment_duration,from:15 day old whole seedling,,,15 day old whole seedling,"gapcp1gapcp2 with ABA, biological rep1"
GSM542493,360.0,treatment_duration,from:15 day old whole seedling,,,15 day old whole seedling,"gapcp1gapcp2 with ABA, biological rep2"
GSM542494,360.0,treatment_duration,from:15 day old whole seedling,,,15 day old whole seedling,"gapcp1gapcp2 with ABA, biological rep3"
GSM543956,,,,144.0,age: 6 days after germination,root meristem zone,ATH1_Col-0_meristematic zone_first biological rep
GSM543957,,,,144.0,age: 6 days after germination,root elongation zone,ATH1_Col-0_elongation zone_first biological rep
GSM543958,,,,144.0,age: 6 days after germination,root meristem zone,ATH1_Col-0_meristematic zone_second biological rep
GSM543959,,,,144.0,age: 6 days after germination,root elongation zone,ATH1_Col-0_elongation zone_second biological rep
GSM543960,,,,144.0,age: 6 days after germination,root meristem zone,ATH1_upb1-1_meristematic zone_first biological rep
GSM543961,,,,144.0,age: 6 days after germination,root elongation zone,ATH1_upb1-1_elongation zone_first biological rep
GSM543962,,,,144.0,age: 6 days after germination,root meristem zone,ATH1_upb1-1_meristematic zone_second biological rep
GSM543963,,,,144.0,age: 6 days after germination,root elongation zone,ATH1_upb1-1_elongation zone_second biological rep
GSM543964,,,,144.0,age: 6 days after germination,root meristem zone,ATH1_OXUPB1-2_meristematic zone_first biological rep
GSM543965,,,,144.0,age: 6 days after germination,root elongation zone,ATH1_OXUPB1-2_elongation zone_first biological rep
GSM543966,,,,144.0,age: 6 days after germination,root meristem zone,ATH1_OXUPB1-2_meristematic zone_second biological rep
GSM543967,,,,144.0,age: 6 days after germination,root elongation zone,ATH1_OXUPB1-2_elongation zone_second biological rep
GSM7120278,504.0,treatment_duration,from:01_3W-Control-4_rep1,,,aerial parts of Col-0 plants under control condition 3 weeks after sowing,01_3W-Control-4_rep1
GSM7120279,504.0,treatment_duration,from:02_3W-GSSG-4_rep1,,,aerial parts of GSSG-fed Col-0 plants 3 weeks after sowing,02_3W-GSSG-4_rep1
GSM7120280,504.0,treatment_duration,from:03_3W-GSH-4_rep1,,,aerial parts of GSH-fed Col-0 plants 3 weeks after sowing,03_3W-GSH-4_rep1
GSM7120281,504.0,treatment_duration,from:04_3W-NH4NO3-4_rep1,,,aerial parts of NH4NO3-fed Col-0 plants 3 weeks after sowing,04_3W-NH4NO3-4_rep1
GSM7120282,504.0,treatment_duration,from:05_3W-Control-5_rep2,,,aerial parts of Col-0 plants under control condition 3 weeks after sowing,05_3W-Control-5_rep2
GSM7120283,504.0,treatment_duration,from:06_3W-GSSG-5_rep2,,,aerial parts of GSSG-fed Col-0 plants 3 weeks after sowing,06_3W-GSSG-5_rep2
GSM7120284,504.0,treatment_duration,from:07_3W-GSH-5_rep2,,,aerial parts of GSH-fed Col-0 plants 3 weeks after sowing,07_3W-GSH-5_rep2
GSM7120285,504.0,treatment_duration,from:08_3W-NH4NO3-5_rep2,,,aerial parts of NH4NO3-fed Col-0 plants 3 weeks after sowing,08_3W-NH4NO3-5_rep2
GSM7120286,672.0,treatment_duration,from:09_4W-Control-3_rep1,,,leaf blades of Col-0 plants under control condition 4 weeks after sowing,09_4W-Control-3_rep1
