sample,time_hours,time_type,time_raw,age_hours,age_raw,source,title
GSM1373417,36.0,unknown,time: 36 das,,,"Rosette, Control at 36 DAS",Rosette_Control_36 DAS_rep1
GSM1373418,36.0,unknown,time: 36 das,,,"Rosette, Control at 36 DAS",Rosette_Control_36 DAS_rep2
GSM1373419,36.0,unknown,time: 36 das,,,"Rosette, Control at 36 DAS",Rosette_Control_36 DAS_rep3
GSM1373420,36.0,unknown,time: 36 das,,,"Rosette, Control at 36 DAS",Rosette_Control_36 DAS_rep4
GSM1373421,36.0,unknown,time: 36 das,,,"Rosette, Heat & Drought stress at 36 DAS",Rosette_Heat&Drought_36 DAS_rep1
GSM1373422,36.0,unknown,time: 36 das,,,"Rosette, Heat & Drought stress at 36 DAS",Rosette_Heat&Drought_36 DAS_rep2
GSM1373423,36.0,unknown,time: 36 das,,,"Rosette, Heat & Drought stress at 36 DAS",Rosette_Heat&Drought_36 DAS_rep3
GSM1373424,36.0,unknown,time: 36 das,,,"Rosette, Heat & Drought stress at 36 DAS",Rosette_Heat&Drought_36 DAS_rep4
GSM1373425,36.0,unknown,time: 36 das,,,"Rosette, High CO2 at 36 DAS",Rosette_High CO2_36 DAS_rep1
GSM1373426,36.0,unknown,time: 36 das,,,"Rosette, High CO2 at 36 DAS",Rosette_High CO2_36 DAS_rep2
GSM1373427,36.0,unknown,time: 36 das,,,"Rosette, High CO2 at 36 DAS",Rosette_High CO2_36 DAS_rep3
GSM1373428,36.0,unknown,time: 36 das,,,"Rosette, High CO2 at 36 DAS",Rosette_High CO2_36 DAS_rep4
GSM1373429,36.0,unknown,time: 36 das,,,"Rosette, Heat&Drought + High CO2 at 36 DAS",Rosette_HD+High CO2_36 DAS_rep1
GSM1373430,36.0,unknown,time: 36 das,,,"Rosette, Heat&Drought + High CO2 at 36 DAS",Rosette_HD+High CO2_36 DAS_rep2
GSM1373431,36.0,unknown,time: 36 das,,,"Rosette, Heat&Drought + High CO2 at 36 DAS",Rosette_HD+High CO2_36 DAS_rep3
GSM1373432,36.0,unknown,time: 36 das,,,"Rosette, Heat&Drought + High CO2 at 36 DAS",Rosette_HD+High CO2_36 DAS_rep4
GSM1378558,432.0,treatment_duration,from:Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,,,Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,Col0_control biological rep1
GSM1378559,432.0,treatment_duration,from:Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,,,Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,Col0_control biological rep2
GSM1378560,432.0,treatment_duration,from:Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,,,Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,Col0_control biological rep3
GSM1378561,432.0,treatment_duration,from:pad2-1 samples were harvested at 18 day-old after germination under normal MS condition.,,,pad2-1 samples were harvested at 18 day-old after germination under normal MS condition.,pad21_control biological rep1
GSM1378562,432.0,treatment_duration,from:pad2-1 samples were harvested at 18 day-old after germination under normal MS condition.,,,pad2-1 samples were harvested at 18 day-old after germination under normal MS condition.,pad21_control biological rep2
GSM1378563,432.0,treatment_duration,from:pad2-1 samples were harvested at 18 day-old after germination under normal MS condition.,,,pad2-1 samples were harvested at 18 day-old after germination under normal MS condition.,pad21_control biological rep3
GSM1378564,432.0,treatment_duration,from:Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,,,Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,Col0_P-lim biological rep1
GSM1378565,432.0,treatment_duration,from:Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,,,Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,Col0_P-lim biological rep2
GSM1378566,432.0,treatment_duration,from:Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,,,Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,Col0_P-lim biological rep3
GSM1378567,432.0,treatment_duration,from:pad2-1 samples were harvested at 18 day-old after germination under normal P-lim condition.,,,pad2-1 samples were harvested at 18 day-old after germination under normal P-lim condition.,pad21_P-lim biological rep1
GSM1378568,432.0,treatment_duration,from:pad2-1 samples were harvested at 18 day-old after germination under normal P-lim condition.,,,pad2-1 samples were harvested at 18 day-old after germination under normal P-lim condition.,pad21_P-lim biological rep2
GSM1378569,432.0,treatment_duration,from:pad2-1 samples were harvested at 18 day-old after germination under normal P-lim condition.,,,pad2-1 samples were harvested at 18 day-old after germination under normal P-lim condition.,pad21_P-lim biological rep3
GSM1378570,432.0,treatment_duration,from:Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,,,Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,Col0_MV biological rep1
GSM1378571,432.0,treatment_duration,from:Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,,,Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,Col0_MV biological rep2
GSM1378572,432.0,treatment_duration,from:Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,,,Col-0 samples were harvested at 18 day-old after germination under normal MS condition.,Col0_MV biological rep3
GSM1378573,432.0,treatment_duration,from:pad2-1 samples were harvested at 18 day-old after germination under MV treatment.,,,pad2-1 samples were harvested at 18 day-old after germination under MV treatment.,pad21_MV biological rep1
GSM1378574,432.0,treatment_duration,from:pad2-1 samples were harvested at 18 day-old after germination under MV treatment.,,,pad2-1 samples were harvested at 18 day-old after germination under MV treatment.,pad21_MV biological rep2
GSM1378575,432.0,treatment_duration,from:pad2-1 samples were harvested at 18 day-old after germination under MV treatment.,,,pad2-1 samples were harvested at 18 day-old after germination under MV treatment.,pad21_MV biological rep3
GSM1419228,48.0,treatment_duration,from:2 days -p,288.0,age: 12 days,"Arabidopsis root after 2 days, control (without fungi)",2 days -p
GSM1419229,48.0,treatment_duration,from:2 days +p,288.0,age: 12 days,Arabidopsis root after 2 days  interaction with fungi control (with fungi),2 days +p
GSM1419230,144.0,treatment_duration,from:6 days -p,384.0,age: 16 days,"Arabidopsis root after 6 days, control (without fungi)",6 days -p
GSM1419231,144.0,treatment_duration,from:6 days +p,384.0,age: 16 days,Arabidopsis root after 6 days  interaction with fungi control (with fungi),6 days +p
GSM1439456,,,,240.0,age: 10 days,Arabidopsis shoot,"Wassilewskija-4 shoot, biological rep1"
GSM1439457,,,,240.0,age: 10 days,Arabidopsis shoot,"Wassilewskija-4 shoot, biological rep2"
GSM1439458,,,,240.0,age: 10 days,Arabidopsis shoot,"Wassilewskija-4 shoot, biological rep3"
GSM1439459,,,,240.0,age: 10 days,Arabidopsis shoot,"aladin shoot, biological rep1"
GSM1439460,,,,240.0,age: 10 days,Arabidopsis shoot,"aladin shoot, biological rep2"
GSM1439461,,,,240.0,age: 10 days,Arabidopsis shoot,"aladin shoot, biological rep3"
GSM1439462,,,,240.0,age: 10 days,Arabidopsis root,"Wassilewskija-4 root, biological rep1"
GSM1439463,,,,240.0,age: 10 days,Arabidopsis root,"Wassilewskija-4 root, biological rep2"
GSM1439464,,,,240.0,age: 10 days,Arabidopsis root,"Wassilewskija-4 root, biological rep3"
GSM1439465,,,,240.0,age: 10 days,Arabidopsis root,"aladin root, biological rep1"
GSM1439466,,,,240.0,age: 10 days,Arabidopsis root,"aladin root, biological rep2"
GSM1439467,,,,240.0,age: 10 days,Arabidopsis root,"aladin root, biological rep3"
GSM1468787,3.0,treatment_duration,"from:AtbHLH112, 3h, H2O, replicate 1",,age: four-week-old seedlings,"AtbHLH112, 3h, H2O, replicate 1",AtbHLH112_3h_H2O_rep1
GSM1468788,3.0,treatment_duration,"from:AtbHLH112, 3h, H2O, replicate 2",,age: four-week-old seedlings,"AtbHLH112, 3h, H2O, replicate 2",AtbHLH112_3h_H2O_rep2
GSM1468789,3.0,treatment_duration,"from:AtbHLH112, 3h, H2O, replicate 3",,age: four-week-old seedlings,"AtbHLH112, 3h, H2O, replicate 3",AtbHLH112_3h_H2O_rep3
GSM1468790,3.0,treatment_duration,"from:SALK_033618C, 3h, H2O, replicate 1",,age: four-week-old seedlings,"SALK_033618C, 3h, H2O, replicate 1",SALK_033618C_3h_H2O_rep1
GSM1468791,3.0,treatment_duration,"from:SALK_033618C, 3h, H2O, replicate 2",,age: four-week-old seedlings,"SALK_033618C, 3h, H2O, replicate 2",SALK_033618C_3h_H2O_rep2
GSM1468792,3.0,treatment_duration,"from:SALK_033618C, 3h, H2O, replicate 3",,age: four-week-old seedlings,"SALK_033618C, 3h, H2O, replicate 3",SALK_033618C_3h_H2O_rep3
GSM1468793,3.0,treatment_duration,"from:WILDTYPE, 3h, H2O, replicate 1",,age: four-week-old seedlings,"WILDTYPE, 3h, H2O, replicate 1",WILDTYPE_3h_H2O_rep1
GSM1468794,3.0,treatment_duration,"from:WILDTYPE, 3h, H2O, replicate 2",,age: four-week-old seedlings,"WILDTYPE, 3h, H2O, replicate 2",WILDTYPE_3h_H2O_rep2
GSM1468795,3.0,treatment_duration,"from:WILDTYPE, 3h, H2O, replicate 3",,age: four-week-old seedlings,"WILDTYPE, 3h, H2O, replicate 3",WILDTYPE_3h_H2O_rep3
GSM1468796,3.0,treatment_duration,"from:AtbHLH112, 3h, NaCl, replicate 1",,age: four-week-old seedlings,"AtbHLH112, 3h, NaCl, replicate 1",AtbHLH112_3h_NaCl_rep1
GSM1468797,3.0,treatment_duration,"from:AtbHLH112, 3h, NaCl, replicate 2",,age: four-week-old seedlings,"AtbHLH112, 3h, NaCl, replicate 2",AtbHLH112_3h_NaCl_rep2
GSM1468798,3.0,treatment_duration,"from:AtbHLH112, 3h, NaCl, replicate 3",,age: four-week-old seedlings,"AtbHLH112, 3h, NaCl, replicate 3",AtbHLH112_3h_NaCl_rep3
GSM1468799,3.0,treatment_duration,"from:SALK_033618C, 3h, NaCl, replicate 1",,age: four-week-old seedlings,"SALK_033618C, 3h, NaCl, replicate 1",SALK_033618C_3h_NaCl_rep1
GSM1468800,3.0,treatment_duration,"from:SALK_033618C, 3h, NaCl, replicate 2",,age: four-week-old seedlings,"SALK_033618C, 3h, NaCl, replicate 2",SALK_033618C_3h_NaCl_rep2
GSM1468801,3.0,treatment_duration,"from:SALK_033618C, 3h, NaCl, replicate 3",,age: four-week-old seedlings,"SALK_033618C, 3h, NaCl, replicate 3",SALK_033618C_3h_NaCl_rep3
GSM1468802,3.0,treatment_duration,"from:WILDTYPE, 3h, NaCl, replicate 1",,age: four-week-old seedlings,"WILDTYPE, 3h, NaCl, replicate 1",WILDTYPE_3h_NaCl_rep1
GSM1468803,3.0,treatment_duration,"from:WILDTYPE, 3h, NaCl, replicate 2",,age: four-week-old seedlings,"WILDTYPE, 3h, NaCl, replicate 2",WILDTYPE_3h_NaCl_rep2
GSM1468804,3.0,treatment_duration,"from:WILDTYPE, 3h, NaCl, replicate 3",,age: four-week-old seedlings,"WILDTYPE, 3h, NaCl, replicate 3",WILDTYPE_3h_NaCl_rep3
GSM1535667,3.0,treatment_duration,"from:ThbZIP1, 3h, H2O, replicate 1",,age: four-week-old seedlings,"ThbZIP1, 3h, H2O, replicate 1",ThbZIP1_3h_H2O_rep1
GSM1535668,3.0,treatment_duration,"from:ThbZIP1, 3h, H2O, replicate 2",,age: four-week-old seedlings,"ThbZIP1, 3h, H2O, replicate 2",ThbZIP1_3h_H2O_rep2
GSM1535669,3.0,treatment_duration,"from:WILDTYPE, 3h, H2O, replicate 1",,age: four-week-old seedlings,"WILDTYPE, 3h, H2O, replicate 1",WILDTYPE_3h_H2O_rep1
GSM1535670,3.0,treatment_duration,"from:WILDTYPE, 3h, H2O, replicate 2",,age: four-week-old seedlings,"WILDTYPE, 3h, H2O, replicate 2",WILDTYPE_3h_H2O_rep2
GSM1535671,3.0,treatment_duration,"from:ThbZIP1, 3h, ABA, replicate 1",,age: four-week-old seedlings,"ThbZIP1, 3h, ABA, replicate 1",ThbZIP1_3h_ABA_rep1
GSM1535672,3.0,treatment_duration,"from:ThbZIP1, 3h, ABA, replicate 2",,age: four-week-old seedlings,"ThbZIP1, 3h, ABA, replicate 2",ThbZIP1_3h_ABA_rep2
GSM1535673,3.0,treatment_duration,"from:WILDTYPE, 3h, ABA, replicate 1",,age: four-week-old seedlings,"WILDTYPE, 3h, ABA, replicate 1",WILDTYPE_3h_ABA_rep1
GSM1535674,3.0,treatment_duration,"from:WILDTYPE, 3h, ABA, replicate 2",,age: four-week-old seedlings,"WILDTYPE, 3h, ABA, replicate 2",WILDTYPE_3h_ABA_rep2
GSM1543550,3.0,treatment_duration,from:Col after 3h chilling treatment rep1,,,"Col WT, 4 degree for 3 h, replicate 1",Col after 3h chilling treatment rep1
GSM1543551,3.0,treatment_duration,from:Col after 3h chilling treatment rep2,,,"Col WT, 4 degree for 3 h, replicate 2",Col after 3h chilling treatment rep2
GSM1543552,48.0,treatment_duration,from:Col after 48h chilling treatment rep1,,,"Col WT, 4 degree for 48 h, replicate 1",Col after 48h chilling treatment rep1
GSM1543553,48.0,treatment_duration,from:Col after 48h chilling treatment rep2,,,"Col WT, 4 degree for 48 h, replicate 2",Col after 48h chilling treatment rep2
GSM1543556,3.0,treatment_duration,from:RDM4 overexpression after 3h chilling treatment rep1,,,"RDM4 OX, 4 degree for 3 h, replicate 1",RDM4 overexpression after 3h chilling treatment rep1
GSM1543557,3.0,treatment_duration,from:RDM4 overexpression after 3h chilling treatment rep2,,,"RDM4 OX, 4 degree for 3 h, replicate 2",RDM4 overexpression after 3h chilling treatment rep2
GSM1543558,48.0,treatment_duration,from:RDM4 overexpression after 48h chilling treatment rep1,,,"RDM4 OX, 4 degree for 48 h, replicate 1",RDM4 overexpression after 48h chilling treatment rep1
GSM1543559,48.0,treatment_duration,from:RDM4 overexpression after 48h chilling treatment rep2,,,"RDM4 OX, 4 degree for 48 h, replicate 2",RDM4 overexpression after 48h chilling treatment rep2
GSM1543561,3.0,treatment_duration,from:C24 WT at 3h after chilling rep1,,,"Col WT, chilling treatment for 3h, replicate 1",C24 WT at 3h after chilling rep1
GSM1543562,48.0,treatment_duration,from:C24 WT at 48h after chilling rep1,,,"Col WT, chilling treatment for 48h, replicate 1",C24 WT at 48h after chilling rep1
GSM1543564,3.0,treatment_duration,from:rdm4 mutant at 3h after chilling rep1,,,"rdm4 mutant, chilling treatment for 3h, replicate 1",rdm4 mutant at 3h after chilling rep1
GSM1543565,48.0,treatment_duration,from:rdm4 mutant at 48h after chilling rep1,,,"rdm4 mutant, chilling treatment for 48h, replicate 1",rdm4 mutant at 48h after chilling rep1
GSM1543567,3.0,treatment_duration,from:C24 WT at 3h after chilling rep2,,,"Col WT, chilling treatment for 3h, replicate 2",C24 WT at 3h after chilling rep2
GSM1543568,48.0,treatment_duration,from:C24 WT at 48h after chilling rep2,,,"Col WT, chilling treatment for 48h, replicate 2",C24 WT at 48h after chilling rep2
GSM1543570,3.0,treatment_duration,from:rdm4 mutant at 3h after chilling rep2,,,"rdm4 mutant, chilling treatment for 3h, replicate 2",rdm4 mutant at 3h after chilling rep2
GSM1543571,48.0,treatment_duration,from:rdm4 mutant at 48h after chilling rep2,,,"rdm4 mutant, chilling treatment for 48h, replicate 2",rdm4 mutant at 48h after chilling rep2
GSM1561079,240.0,treatment_duration,from:10 days plants treated with iron sufficient mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron sufficient mediem for 3 days,Arabidopsis Col root biological rep1
GSM1561080,240.0,treatment_duration,from:10 days plants treated with iron sufficient mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron sufficient mediem for 3 days,Arabidopsis Col root biological rep2
GSM1561081,240.0,treatment_duration,from:10 days plants treated with iron sufficient mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron sufficient mediem for 3 days,Arabidopsis Col root biological rep3
GSM1561082,240.0,treatment_duration,from:10 days plants treated with iron deficiency mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron deficiency mediem for 3 days,Arabidopsis Col-Fe root biological rep1
GSM1561083,240.0,treatment_duration,from:10 days plants treated with iron deficiency mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron deficiency mediem for 3 days,Arabidopsis Col-Fe root biological rep2
GSM1561084,240.0,treatment_duration,from:10 days plants treated with iron deficiency mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron deficiency mediem for 3 days,Arabidopsis Col-Fe root biological rep3
GSM1561085,240.0,treatment_duration,from:10 days plants treated with iron sufficient mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron sufficient mediem for 3 days,Arabidopsis rglg1/2 root biological rep1
GSM1561086,240.0,treatment_duration,from:10 days plants treated with iron sufficient mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron sufficient mediem for 3 days,Arabidopsis rglg1/2 root biological rep2
GSM1561087,240.0,treatment_duration,from:10 days plants treated with iron sufficient mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron sufficient mediem for 3 days,Arabidopsis rglg1/2 root biological rep3
GSM1561088,240.0,treatment_duration,from:10 days plants treated with iron deficiency mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron deficiency mediem for 3 days,Arabidopsis rglg1/2-Fe root biological rep1
GSM1561089,240.0,treatment_duration,from:10 days plants treated with iron deficiency mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron deficiency mediem for 3 days,Arabidopsis rglg1/2-Fe root biological rep2
GSM1561090,240.0,treatment_duration,from:10 days plants treated with iron deficiency mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron deficiency mediem for 3 days,Arabidopsis rglg1/2-Fe root biological rep3
GSM1561091,240.0,treatment_duration,from:10 days plants treated with iron sufficient mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron sufficient mediem for 3 days,Arabidopsis Col leaves biological rep1
GSM1561092,240.0,treatment_duration,from:10 days plants treated with iron sufficient mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron sufficient mediem for 3 days,Arabidopsis Col leaves biological rep2
GSM1561093,240.0,treatment_duration,from:10 days plants treated with iron sufficient mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron sufficient mediem for 3 days,Arabidopsis Col leaves biological rep3
GSM1561094,240.0,treatment_duration,from:10 days plants treated with iron deficiency mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron deficiency mediem for 3 days,Arabidopsis Col-Fe leaves biological rep1
GSM1561095,240.0,treatment_duration,from:10 days plants treated with iron deficiency mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron deficiency mediem for 3 days,Arabidopsis Col-Fe leaves biological rep2
GSM1561096,240.0,treatment_duration,from:10 days plants treated with iron deficiency mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron deficiency mediem for 3 days,Arabidopsis Col-Fe leaves biological rep3
GSM1561097,240.0,treatment_duration,from:10 days plants treated with iron sufficient mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron sufficient mediem for 3 days,Arabidopsis rglg1/2 leaves biological rep1
GSM1561098,240.0,treatment_duration,from:10 days plants treated with iron sufficient mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron sufficient mediem for 3 days,Arabidopsis rglg1/2 leaves biological rep2
GSM1561099,240.0,treatment_duration,from:10 days plants treated with iron sufficient mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron sufficient mediem for 3 days,Arabidopsis rglg1/2 leaves biological rep3
GSM1561100,240.0,treatment_duration,from:10 days plants treated with iron deficiency mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron deficiency mediem for 3 days,Arabidopsis rglg1/2-Fe leaves biological rep1
GSM1561101,240.0,treatment_duration,from:10 days plants treated with iron deficiency mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron deficiency mediem for 3 days,Arabidopsis rglg1/2-Fe leaves biological rep2
GSM1561102,240.0,treatment_duration,from:10 days plants treated with iron deficiency mediem for 3 days,312.0,age: 13 days,10 days plants treated with iron deficiency mediem for 3 days,Arabidopsis rglg1/2-Fe leaves biological rep3
GSM1569068,0.5,treatment_duration,from:ATH_Col0_MeCN_30min [Agilent],,,ATH_Col0_MeCN_30min,ATH_Col0_MeCN_30min [Agilent]
GSM1569069,0.5,treatment_duration,from:ATH_Col0_2E-pentenal_30min [Agilent],,,ATH_Col0_2E-pentenal_30min,ATH_Col0_2E-pentenal_30min [Agilent]
GSM1569070,0.5,treatment_duration,from:ATH_Col0_3-hepten-2-one_30min [Agilent],,,ATH_Col0_3-hepten-2-one_30min,ATH_Col0_3-hepten-2-one_30min [Agilent]
GSM1569071,0.5,treatment_duration,from:ATH_Col0_crotonaldehyde_30min [Agilent],,,ATH_Col0_crotonaldehyde_30min,ATH_Col0_crotonaldehyde_30min [Agilent]
GSM1569072,0.5,treatment_duration,from:ATH_Col0_MeCN_30min [NimbleGen],,,Arabidopsis thaliana (ecotype Columbia-0),ATH_Col0_MeCN_30min [NimbleGen]
GSM1580531,,,,336.0,age: 14 days,Arabidopsis shoot,shoot of rrtf1
GSM1580532,,,,336.0,age: 14 days,Arabidopsis shoot,shoot of wild-type
GSM1580533,,,,336.0,age: 14 days,Arabidopsis shoot,shoot of oe18
GSM1580534,,,,336.0,age: 14 days,Arabidopsis root,root of rrtf1
GSM1580535,,,,336.0,age: 14 days,Arabidopsis root,root of wild-type
GSM1580536,,,,336.0,age: 14 days,Arabidopsis root,root of oe18
GSM1581613,,,,840.0,age: 5weeks,"Arabidopsis mature leaves, oe18",Mature leaves of oe18_rep1
GSM1581614,,,,840.0,age: 5weeks,"Arabidopsis mature leaves, oe18",Mature leaves of oe18_rep2
GSM1581615,,,,840.0,age: 5weeks,"Arabidopsis mature leaves, oe18",Mature leaves of oe18_rep3
GSM1581616,,,,840.0,age: 5weeks,"Arabidopsis mature leaves, wild-type",Mature leaves of wild-type_rep1
GSM1581617,,,,840.0,age: 5weeks,"Arabidopsis mature leaves, wild-type",Mature leaves of wild-type_rep2
GSM1581618,,,,840.0,age: 5weeks,"Arabidopsis mature leaves, wild-type",Mature leaves of wild-type_rep3
GSM1621027,,,,504.0,age: 21 days after sowing,"rosette of cat2-2, untreated","Rosette of cat2-2, untreated, biological rep 1"
GSM1621028,,,,504.0,age: 21 days after sowing,"rosette of cat2-2, untreated","Rosette of cat2-2, untreated, biological rep 2"
GSM1621029,,,,504.0,age: 21 days after sowing,"rosette of cat2-2, untreated","Rosette of cat2-2, untreated, biological rep 3"
GSM1621033,,,,528.0,age: 22 days after sowing,"rosette of cat2-2, treated","Rosette of cat2-2, treated, biological rep 1"
GSM1621034,,,,528.0,age: 22 days after sowing,"rosette of cat2-2, treated","Rosette of cat2-2, treated, biological rep 2"
GSM1621035,,,,528.0,age: 22 days after sowing,"rosette of cat2-2, treated","Rosette of cat2-2, treated, biological rep 3"
GSM1623130,4.0,treatment_duration,"from:wild-type Col-0, 4h after ethanol watering, replicate 1",,,"wild-type Col-0, 4h after ethanol watering, replicate 1",Col-0_4h_rep.1
GSM1623131,4.0,treatment_duration,"from:wild-type Col-0, 4h after ethanol watering, replicate 2",,,"wild-type Col-0, 4h after ethanol watering, replicate 2",Col-0_4h_rep.2
GSM1623132,4.0,treatment_duration,"from:wild-type Col-0, 4h after ethanol watering, replicate 3",,,"wild-type Col-0, 4h after ethanol watering, replicate 3",Col-0_4h_rep.3
GSM1623133,4.0,treatment_duration,"from:EtOH::xopB #10, 4h after ethanol watering, replicate 1",,,"EtOH::xopB #10, 4h after ethanol watering, replicate 1",#10_4h_rep.1
GSM1623134,4.0,treatment_duration,"from:EtOH::xopB #10, 4h after ethanol watering, replicate 2",,,"EtOH::xopB #10, 4h after ethanol watering, replicate 2",#10_4h_rep.2
GSM1623135,4.0,treatment_duration,"from:EtOH::xopB #12, 4h after ethanol watering, replicate 1",,,"EtOH::xopB #12, 4h after ethanol watering, replicate 1",#12_4h_rep.1
GSM1623136,4.0,treatment_duration,"from:EtOH::xopB #12, 4h after ethanol watering, replicate 2",,,"EtOH::xopB #12, 4h after ethanol watering, replicate 2",#12_4h_rep.2
GSM1623137,4.0,treatment_duration,"from:EtOH::xopB #12, 4h after ethanol watering, replicate 3",,,"EtOH::xopB #12, 4h after ethanol watering, replicate 3",#12_4h_rep.3
GSM1623138,4.0,treatment_duration,"from:EtOH::xopB #27, 4h after ethanol watering, replicate 1",,,"EtOH::xopB #27, 4h after ethanol watering, replicate 1",#27_4h_rep.1
GSM1623139,4.0,treatment_duration,"from:EtOH::xopB #27, 4h after ethanol watering, replicate 2",,,"EtOH::xopB #27, 4h after ethanol watering, replicate 2",#27_4h_rep.2
GSM1645466,8.0,treatment_duration,time: 8hr,,,"Total RNA, root, 8hr, 0 Î¼M GSH",Total 8R-Control
GSM1645467,8.0,treatment_duration,time: 8hr,,,"Total RNA, root, 8hr, 100 Î¼M GSH",Total 8R-GSH
GSM1645468,8.0,treatment_duration,time: 8hr,,,"Total RNA, shoot, 8hr, 0 Î¼M GSH",Total 8S-Control
GSM1645469,8.0,treatment_duration,time: 8hr,,,"Total RNA, shoot, 8hr, 100 Î¼M GSH",Total 8S-GSH
GSM1645470,24.0,treatment_duration,time: 24hr,,,"Total RNA, root, 24hr, 0 Î¼M GSH",Total 24R-Control
GSM1645471,24.0,treatment_duration,time: 24hr,,,"Total RNA, root, 24hr, 100 Î¼M GSH",Total 24R-GSH
GSM1645472,24.0,treatment_duration,time: 24hr,,,"Total RNA, shoot, 24hr, 0 Î¼M GSH",Total 24S-Control
GSM1645473,24.0,treatment_duration,time: 24hr,,,"Total RNA, shoot, 24hr, 100 Î¼M GSH",Total 24S-GSH
GSM1645474,8.0,treatment_duration,time: 8hr,,,"Polysomal RNA, root, 8hr, 0 Î¼M GSH",PL 8R-Control
GSM1645475,8.0,treatment_duration,time: 8hr,,,"Polysomal RNA, root, 8hr, 100 Î¼M GSH",PL 8R-GSH
GSM1645476,8.0,treatment_duration,time: 8hr,,,"Polysomal RNA, shoot, 8hr, 0 Î¼M GSH",PL 8S-Control
GSM1645477,8.0,treatment_duration,time: 8hr,,,"Polysomal RNA, shoot, 8hr, 100 Î¼M GSH",PL 8S-GSH
GSM1645478,24.0,treatment_duration,time: 24hr,,,"Polysomal RNA, root, 24hr, 0 Î¼M GSH",PL 24R-Control
GSM1645479,24.0,treatment_duration,time: 24hr,,,"Polysomal RNA, root, 24hr, 100 Î¼M GSH",PL 24R-GSH
GSM1645480,24.0,treatment_duration,time: 24hr,,,"Polysomal RNA, shoot, 24hr, 0 Î¼M GSH",PL 24S-Control
GSM1645481,24.0,treatment_duration,time: 24hr,,,"Polysomal RNA, shoot, 24hr, 100 Î¼M GSH",PL 24S-GSH
GSM1829388,8.0,circadian,time: end of the day (ed; zt8),,,"Ang0, end of the day",Ang0_ED_rep1
GSM1829389,8.0,circadian,time: end of the day (ed; zt8),,,"Ang0, end of the day",Ang0_ED_rep2
GSM1829390,24.0,circadian,time: end of the night (en; zt24),,,"Ang0, end of the night",Ang0_EN_rep1
GSM1829391,24.0,circadian,time: end of the night (en; zt24),,,"Ang0, end of the night",Ang0_EN_rep2
GSM1829392,6.0,treatment_duration,time: 6h extended night (xn; zt30),,,"Ang0, 6h extended night",Ang0_XN_rep1
GSM1829393,6.0,treatment_duration,time: 6h extended night (xn; zt30),,,"Ang0, 6h extended night",Ang0_XN_rep2
GSM1829394,8.0,circadian,time: end of the day (ed; zt8),,,"Bla11, end of the day",Bla11_ED_rep1
GSM1829395,8.0,circadian,time: end of the day (ed; zt8),,,"Bla11, end of the day",Bla11_ED_rep2
GSM1829396,24.0,circadian,time: end of the night (en; zt24),,,"Bla11, end of the night",Bla11_EN_rep1
GSM1829397,24.0,circadian,time: end of the night (en; zt24),,,"Bla11, end of the night",Bla11_EN_rep2
GSM1829398,6.0,treatment_duration,time: 6h extended night (xn; zt30),,,"Bla11, 6h extended night",Bla11_XN_rep1
GSM1829399,6.0,treatment_duration,time: 6h extended night (xn; zt30),,,"Bla11, 6h extended night",Bla11_XN_rep2
